location_id,city,latitude,longitude,parameter,value,unit,date
DL001,Delhi,28.709582419422386,77.17193256004033,pm25,170.4,ug/m3,2024-02-12T00:00:00
DL001,Delhi,28.709582419422386,77.17193256004033,pm25,160.2,ug/m3,2024-02-13T00:00:00
DL001,Delhi,28.709582419422386,77.17193256004033,pm25,134.5,ug/m3,2024-02-14T00:00:00
DL001,Delhi,28.709582419422386,77.17193256004033,pm25,151.2,ug/m3,2024-02-15T00:00:00
DL001,Delhi,28.709582419422386,77.17193256004033,pm25,155.2,ug/m3,2024-02-16T00:00:00
DL001,Delhi,28.709582419422386,77.17193256004033,pm25,189.4,ug/m3,2024-02-17T00:00:00
DL001,Delhi,28.709582419422386,77.17193256004033,pm25,123.8,ug/m3,2024-02-18T00:00:00
DL001,Delhi,28.709582419422386,77.17193256004033,pm25,154.9,ug/m3,2024-02-19T00:00:00
DL001,Delhi,28.709582419422386,77.17193256004033,pm25,170.2,ug/m3,2024-02-20T00:00:00
DL001,Delhi,28.709582419422386,77.17193256004033,pm25,133.4,ug/m3,2024-02-23T00:00:00
DL001,Delhi,28.709582419422386,77.17193256004033,pm25,139.6,ug/m3,2024-02-24T00:00:00
DL001,Delhi,28.709582419422386,77.17193256004033,pm25,-5.0,ug/m3,2024-02-25T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,37.3,ug/m3,2024-01-01T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,83.7,ug/m3,2024-01-02T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,135.6,ug/m3,2024-01-03T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,38.0,ug/m3,2024-01-04T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,69.4,ug/m3,2024-01-05T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,52.4,ug/m3,2024-01-06T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,59.2,ug/m3,2024-01-07T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,66.7,ug/m3,2024-01-08T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,20.9,ug/m3,2024-01-10T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,61.4,ug/m3,2024-01-11T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,66.0,ug/m3,2024-01-12T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,33.1,ug/m3,2024-01-14T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,115.9,ug/m3,2024-01-16T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,83.7,ug/m3,2024-01-17T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,86.0,ug/m3,2024-01-18T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,58.8,ug/m3,2024-01-19T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,46.4,ug/m3,2024-01-20T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,51.4,ug/m3,2024-01-21T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,30.8,ug/m3,2024-01-22T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,102.2,ug/m3,2024-01-23T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,59.8,ug/m3,2024-01-24T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,95.4,ug/m3,2024-01-25T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,52.5,ug/m3,2024-01-26T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,73.5,ug/m3,2024-01-27T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,67.3,ug/m3,2024-01-28T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,28.5,ug/m3,2024-01-29T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,58.2,ug/m3,2024-01-31T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,99.3,ug/m3,2024-02-01T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,97.9,ug/m3,2024-02-02T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,78.8,ug/m3,2024-02-03T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,62.6,ug/m3,2024-02-04T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,65.0,ug/m3,2024-02-07T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,11.5,ug/m3,2024-02-08T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,41.7,ug/m3,2024-02-09T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,40.8,ug/m3,2024-02-10T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,85.6,ug/m3,2024-02-11T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,63.5,ug/m3,2024-02-12T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,50.6,ug/m3,2024-02-14T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,87.8,ug/m3,2024-02-15T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,96.2,ug/m3,2024-02-16T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,45.3,ug/m3,2024-02-17T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,67.2,ug/m3,2024-02-19T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,125.7,ug/m3,2024-02-22T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,41.4,ug/m3,2024-02-23T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,26.2,ug/m3,2024-02-24T00:00:00
DL002,Delhi,28.57555137590082,77.26138080663542,pm25,70.6,ug/m3,2024-02-25T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,56.7,ug/m3,2024-01-01T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,69.0,ug/m3,2024-01-02T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,59.9,ug/m3,2024-01-03T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,101.2,ug/m3,2024-01-04T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,29.2,ug/m3,2024-01-05T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,126.3,ug/m3,2024-01-06T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,45.7,ug/m3,2024-01-07T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,145.7,ug/m3,2024-01-08T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,81.6,ug/m3,2024-01-10T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,48.4,ug/m3,2024-01-11T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,84.0,ug/m3,2024-01-13T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,69.8,ug/m3,2024-01-14T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,59.2,ug/m3,2024-01-18T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,98.4,ug/m3,2024-01-19T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,81.9,ug/m3,2024-01-20T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,73.1,ug/m3,2024-01-21T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,81.0,ug/m3,2024-01-22T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,143.4,ug/m3,2024-01-23T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,112.4,ug/m3,2024-01-24T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,54.0,ug/m3,2024-01-25T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,79.6,ug/m3,2024-01-26T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,79.7,ug/m3,2024-01-28T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,29.5,ug/m3,2024-01-29T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,84.5,ug/m3,2024-01-30T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,61.3,ug/m3,2024-01-31T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,74.4,ug/m3,2024-02-01T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,70.5,ug/m3,2024-02-02T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,76.9,ug/m3,2024-02-03T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,8.9,ug/m3,2024-02-04T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,77.5,ug/m3,2024-02-05T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,63.8,ug/m3,2024-02-06T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,81.3,ug/m3,2024-02-07T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,34.8,ug/m3,2024-02-08T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,64.9,ug/m3,2024-02-09T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,46.8,ug/m3,2024-02-10T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,105.6,ug/m3,2024-02-11T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,116.4,ug/m3,2024-02-12T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,84.1,ug/m3,2024-02-13T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,84.1,ug/m3,2024-02-14T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,65.7,ug/m3,2024-02-15T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,55.7,ug/m3,2024-02-16T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,43.6,ug/m3,2024-02-17T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,68.3,ug/m3,2024-02-18T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,91.9,ug/m3,2024-02-19T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,91.4,ug/m3,2024-02-20T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,71.4,ug/m3,2024-02-21T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,60.1,ug/m3,2024-02-22T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,89.0,ug/m3,2024-02-23T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,47.8,ug/m3,2024-02-24T00:00:00
DL004,Delhi,28.678947211623747,76.96361936089238,pm25,42.7,ug/m3,2024-02-25T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,55.1,ug/m3,2024-01-01T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,86.6,ug/m3,2024-01-02T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,79.0,ug/m3,2024-01-03T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,81.8,ug/m3,2024-01-04T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,19.8,ug/m3,2024-01-05T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,86.2,ug/m3,2024-01-06T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,92.6,ug/m3,2024-01-09T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,91.7,ug/m3,2024-01-10T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,77.2,ug/m3,2024-01-11T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,78.2,ug/m3,2024-01-12T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,67.7,ug/m3,2024-01-13T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,81.0,ug/m3,2024-01-14T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,44.9,ug/m3,2024-01-15T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,108.4,ug/m3,2024-01-16T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,50.8,ug/m3,2024-01-17T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,92.5,ug/m3,2024-01-18T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,104.6,ug/m3,2024-01-19T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,92.5,ug/m3,2024-01-20T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,66.3,ug/m3,2024-01-22T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,60.0,ug/m3,2024-01-24T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,31.3,ug/m3,2024-01-26T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,31.4,ug/m3,2024-01-27T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,82.4,ug/m3,2024-01-28T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,78.3,ug/m3,2024-01-29T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,72.8,ug/m3,2024-01-31T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,82.9,ug/m3,2024-02-01T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,54.8,ug/m3,2024-02-03T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,90.4,ug/m3,2024-02-04T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,84.7,ug/m3,2024-02-05T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,66.9,ug/m3,2024-02-06T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,91.9,ug/m3,2024-02-07T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,84.4,ug/m3,2024-02-08T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,39.0,ug/m3,2024-02-12T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,13.1,ug/m3,2024-02-13T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,64.3,ug/m3,2024-02-15T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,98.6,ug/m3,2024-02-16T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,69.7,ug/m3,2024-02-17T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,105.2,ug/m3,2024-02-19T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,50.5,ug/m3,2024-02-20T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,34.4,ug/m3,2024-02-21T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,62.5,ug/m3,2024-02-22T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,114.4,ug/m3,2024-02-23T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,81.2,ug/m3,2024-02-24T00:00:00
DL005,Delhi,28.43767093915506,77.12729239350791,pm25,83.3,ug/m3,2024-02-25T00:00:00
DL006,Delhi,55.0,10.0,pm25,189.3,ug/m3,2024-01-01T00:00:00
DL006,Delhi,55.0,10.0,pm25,139.4,ug/m3,2024-01-03T00:00:00
DL006,Delhi,55.0,10.0,pm25,176.8,ug/m3,2024-01-04T00:00:00
DL006,Delhi,55.0,10.0,pm25,174.3,ug/m3,2024-01-05T00:00:00
DL006,Delhi,55.0,10.0,pm25,157.5,ug/m3,2024-01-07T00:00:00
DL006,Delhi,55.0,10.0,pm25,192.8,ug/m3,2024-01-08T00:00:00
DL006,Delhi,55.0,10.0,pm25,194.0,ug/m3,2024-01-09T00:00:00
DL006,Delhi,55.0,10.0,pm25,174.8,ug/m3,2024-01-11T00:00:00
DL006,Delhi,55.0,10.0,pm25,218.0,ug/m3,2024-01-12T00:00:00
DL006,Delhi,55.0,10.0,pm25,193.0,ug/m3,2024-01-14T00:00:00
DL006,Delhi,55.0,10.0,pm25,174.4,ug/m3,2024-01-15T00:00:00
DL006,Delhi,55.0,10.0,pm25,173.9,ug/m3,2024-01-16T00:00:00
DL006,Delhi,55.0,10.0,pm25,126.4,ug/m3,2024-01-17T00:00:00
DL006,Delhi,55.0,10.0,pm25,138.2,ug/m3,2024-01-18T00:00:00
DL006,Delhi,55.0,10.0,pm25,214.5,ug/m3,2024-01-20T00:00:00
DL006,Delhi,55.0,10.0,pm25,142.0,ug/m3,2024-01-21T00:00:00
DL006,Delhi,55.0,10.0,pm25,155.9,ug/m3,2024-01-22T00:00:00
DL006,Delhi,55.0,10.0,pm25,170.7,ug/m3,2024-01-23T00:00:00
DL006,Delhi,55.0,10.0,pm25,157.6,ug/m3,2024-01-24T00:00:00
DL006,Delhi,55.0,10.0,pm25,137.5,ug/m3,2024-01-25T00:00:00
DL006,Delhi,55.0,10.0,pm25,231.0,ug/m3,2024-01-26T00:00:00
DL006,Delhi,55.0,10.0,pm25,201.9,ug/m3,2024-01-27T00:00:00
DL006,Delhi,55.0,10.0,pm25,180.6,ug/m3,2024-01-28T00:00:00
DL006,Delhi,55.0,10.0,pm25,161.8,ug/m3,2024-01-29T00:00:00
DL006,Delhi,55.0,10.0,pm25,176.9,ug/m3,2024-01-30T00:00:00
DL006,Delhi,55.0,10.0,pm25,182.7,ug/m3,2024-01-31T00:00:00
DL006,Delhi,55.0,10.0,pm25,175.3,ug/m3,2024-02-01T00:00:00
DL006,Delhi,55.0,10.0,pm25,177.4,ug/m3,2024-02-02T00:00:00
DL006,Delhi,55.0,10.0,pm25,189.5,ug/m3,2024-02-03T00:00:00
DL006,Delhi,55.0,10.0,pm25,157.7,ug/m3,2024-02-04T00:00:00
DL006,Delhi,55.0,10.0,pm25,128.7,ug/m3,2024-02-05T00:00:00
DL006,Delhi,55.0,10.0,pm25,188.5,ug/m3,2024-02-06T00:00:00
DL006,Delhi,55.0,10.0,pm25,128.5,ug/m3,2024-02-07T00:00:00
DL006,Delhi,55.0,10.0,pm25,152.5,ug/m3,2024-02-08T00:00:00
DL006,Delhi,55.0,10.0,pm25,177.0,ug/m3,2024-02-09T00:00:00
DL006,Delhi,55.0,10.0,pm25,177.7,ug/m3,2024-02-10T00:00:00
DL006,Delhi,55.0,10.0,pm25,158.7,ug/m3,2024-02-11T00:00:00
DL006,Delhi,55.0,10.0,pm25,163.9,ug/m3,2024-02-12T00:00:00
DL006,Delhi,55.0,10.0,pm25,174.7,ug/m3,2024-02-13T00:00:00
DL006,Delhi,55.0,10.0,pm25,148.9,ug/m3,2024-02-14T00:00:00
DL006,Delhi,55.0,10.0,pm25,206.8,ug/m3,2024-02-15T00:00:00
DL006,Delhi,55.0,10.0,pm25,143.9,ug/m3,2024-02-16T00:00:00
DL006,Delhi,55.0,10.0,pm25,161.3,ug/m3,2024-02-17T00:00:00
DL006,Delhi,55.0,10.0,pm25,155.0,ug/m3,2024-02-18T00:00:00
DL006,Delhi,55.0,10.0,pm25,172.6,ug/m3,2024-02-20T00:00:00
DL006,Delhi,55.0,10.0,pm25,157.1,ug/m3,2024-02-21T00:00:00
DL006,Delhi,55.0,10.0,pm25,154.9,ug/m3,2024-02-22T00:00:00
DL006,Delhi,55.0,10.0,pm25,182.0,ug/m3,2024-02-24T00:00:00
DL006,Delhi,55.0,10.0,pm25,194.8,ug/m3,2024-02-25T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,98.5,ug/m3,2024-01-02T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,114.7,ug/m3,2024-01-03T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,115.2,ug/m3,2024-01-04T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,136.9,ug/m3,2024-01-06T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,128.8,ug/m3,2024-01-07T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,126.6,ug/m3,2024-01-08T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,117.0,ug/m3,2024-01-09T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,100.4,ug/m3,2024-01-10T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,88.1,ug/m3,2024-01-11T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,106.4,ug/m3,2024-01-12T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,127.6,ug/m3,2024-01-14T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,100.1,ug/m3,2024-01-15T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,137.7,ug/m3,2024-01-16T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,132.9,ug/m3,2024-01-18T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,83.0,ug/m3,2024-01-19T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,96.7,ug/m3,2024-01-21T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,82.8,ug/m3,2024-01-22T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,150.4,ug/m3,2024-01-23T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,128.3,ug/m3,2024-01-24T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,90.3,ug/m3,2024-01-25T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,92.4,ug/m3,2024-01-26T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,89.8,ug/m3,2024-01-28T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,125.1,ug/m3,2024-01-29T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,88.6,ug/m3,2024-01-30T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,164.7,ug/m3,2024-01-31T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,108.6,ug/m3,2024-02-01T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,106.2,ug/m3,2024-02-04T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,125.2,ug/m3,2024-02-05T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,132.1,ug/m3,2024-02-06T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,151.1,ug/m3,2024-02-07T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,103.3,ug/m3,2024-02-08T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,138.3,ug/m3,2024-02-09T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,132.6,ug/m3,2024-02-11T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,83.6,ug/m3,2024-02-13T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,99.0,ug/m3,2024-02-14T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,137.0,ug/m3,2024-02-15T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,5000.0,ug/m3,2024-02-17T00:00:00
DL007,Delhi,28.704455880796143,77.26381558599628,pm25,120.0,ug/m3,2024-02-18T00:00:00
